p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
Hardswish,0.1929293271943511,1,3,0,3,4,2,off,0.0006234076679632791,137,80.71623992919922,-1.8656476736068726,-0.4077114760875702,97,0.5346810817718506,1429.3957126140594,1688973487.4290257,1688974916.2889965,80.71623992919922,88.35235595703125,0.4077114760875702,44.89234161376953,79.11849975585938,142576.578125,1.8656476736068726
Hardswish,0.08380426911458146,3,4,3,0,3,2,off,0.0003265551226314483,94,92.03355407714844,-1.898482322692871,-0.40250808000564575,0,0.3946850299835205,998.3390429019928,1688973487.2890291,1688974485.232686,92.03355407714844,94.76168060302734,0.40250808000564575,54.89691162109375,91.5894775390625,99471.2109375,1.898482322692871
Mish,0.27388863986233375,2,1,4,3,4,2,on,3.0560071414158325e-05,26,83.81952667236328,-2.5196192264556885,-0.6064770221710205,1,0.39565157890319824,430.6328113079071,1688973487.289992,1688973917.5247326,83.81952667236328,91.56700134277344,0.6064770221710205,101.7311553955078,90.42813110351562,42700.42578125,2.5196192264556885
ReLU,0.6918201822963855,2,0,0,1,2,0,on,0.0002662141219870979,98,73.40958404541016,-1.238420844078064,-0.7111828327178955,10,0.4213390350341797,898.0240075588226,1688973487.3156836,1688974384.917647,73.40958404541016,90.53633880615234,0.7111828327178955,92.87317657470705,80.24977111816406,89442.203125,1.238420844078064
Hardswish,0.44312052191439066,1,0,0,1,1,0,on,0.0008567262664889686,44,50.14118194580078,-0.8787750601768494,-0.059097107499837875,101,0.53841233253479,249.5509741306305,1688973487.4327526,1688973736.444616,50.14118194580078,42.86178207397461,0.059097107499837875,7.873727798461914,64.11431121826172,24589.849609375,0.8787750601768494
ReLU,0.22604631662792635,1,3,1,3,0,0,on,0.0001031578028083572,108,90.05579376220703,-1.1397197246551514,-0.13661693036556244,102,0.5376670360565186,784.5757007598877,1688973487.4319966,1688974271.4693415,90.05579376220703,66.57149505615234,0.13661693036556244,15.779626846313477,89.46854400634766,78101.4921875,1.1397197246551514
ReLU,0.21642487296439175,3,3,1,0,1,1,off,0.0005401378016145127,144,32.50918960571289,-1.1197328567504885,-0.11816489696502686,104,0.5405533313751221,812.0742707252502,1688973487.4348843,1688974298.9679346,32.50918960571289,60.20140075683594,0.11816489696502686,15.389126777648926,67.5819091796875,80860.609375,1.1197328567504885
Mish,0.4561107729637409,1,0,1,4,0,1,off,0.00010196355618406644,48,85.3039779663086,-2.016594409942627,-0.08700140565633774,105,0.542158842086792,575.8759078979492,1688973487.4365,1688974062.7695684,85.3039779663086,52.75754165649414,0.08700140565633774,10.58455753326416,43.9354133605957,57222.390625,2.016594409942627
ReLU,0.011227945742410903,3,4,3,1,1,1,off,0.0006815429397585335,20,87.92134857177734,-1.4000861644744873,-0.12349624931812286,106,0.5425107479095459,163.76309299468994,1688973487.4368498,1688973650.65676,87.92134857177734,91.69338989257812,0.12349624931812286,14.689842224121094,83.78287506103516,16039.7705078125,1.4000861644744873
Mish,0.9815351380958736,4,2,2,4,2,4,off,0.00045818320461035847,71,67.8187255859375,-2.801135540008545,-0.7315688133239746,107,0.543006181716919,1127.376009225845,1688973487.4373531,1688974614.2695956,67.8187255859375,90.14686584472656,0.7315688133239746,96.62299346923828,72.9004135131836,112372.15625,2.801135540008545
