p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
Mish,0.7384184228983192,4,4,0,1,3,0,on,0.00016050825554197028,93,81.85203552246094,-2.526524305343628,-0.10998555272817612,52,0.5353360176086426,1084.4135341644287,1688867679.8297417,1688868763.7070389,81.85203552246094,91.06987762451172,0.10998555272817612,12.657612800598145,85.22795867919922,108127.9921875,2.526524305343628
ReLU,0.9775256227360573,1,4,0,0,1,4,off,0.000276883128952059,35,56.38792419433594,-1.9804784059524536,-0.08423295617103577,1,0.4333338737487793,311.8589596748352,1688867679.7277412,1688867991.1526952,56.38792419433594,87.30931854248047,0.08423295617103577,9.998771667480469,68.04438781738281,30903.95703125,1.9804784059524536
Mish,0.6117252131384392,1,2,2,1,3,1,off,0.0005958045055450118,50,42.43720245361328,-2.556779623031616,-0.5699930191040039,10,0.4519803524017334,629.0793125629425,1688867679.746379,1688868308.3730593,42.43720245361328,81.11392211914062,0.5699930191040039,81.2872314453125,63.88397979736328,62625.765625,2.556779623031616
Mish,0.5147896632417044,1,2,2,2,0,4,off,0.0004728611114906456,56,38.753692626953125,-3.0300514698028564,-0.6233450174331665,103,0.5917766094207764,712.8385727405548,1688867679.8861816,1688868392.132324,38.753692626953125,77.4862060546875,0.6233450174331665,94.37127685546876,69.96939086914062,70965.390625,3.0300514698028564
ReLU,0.9656368621418095,1,1,2,4,2,3,on,0.0009359967996787808,94,26.07162857055664,-1.5039855241775513,-0.6498043537139893,104,0.5925405025482178,929.8032069206238,1688867679.8869376,1688868609.0969934,26.07162857055664,42.986717224121094,0.6498043537139893,69.50013732910156,42.36454391479492,92664.578125,1.5039855241775513
Hardswish,0.48605955212408974,4,3,4,1,1,0,on,0.0003636018917817139,62,76.82306671142578,-1.8436278104782104,-0.09098917245864868,108,0.5968530178070068,592.6940433979034,1688867679.8912525,1688868271.987971,76.82306671142578,87.97569274902344,0.09098917245864868,12.41514492034912,85.09274291992188,58982.1953125,1.8436278104782104
ReLU,0.3060259832808748,1,1,2,2,4,2,off,0.000907778730534352,41,52.800048828125,-1.7768430709838867,-0.7379653453826904,109,0.5979745388031006,463.75366282463074,1688867679.892378,1688868143.0473847,52.800048828125,76.3996353149414,0.7379653453826904,90.24816131591795,45.79821014404297,46057.82421875,1.7768430709838867
ReLU,0.2640126889215322,1,1,2,4,3,3,on,0.00022231736157192928,53,71.72161102294922,-1.453873872756958,-0.3659071624279022,110,0.5990810394287109,510.5270719528198,1688867679.8934803,1688868189.820813,71.72161102294922,89.40543365478516,0.3659071624279022,44.68442153930664,87.85226440429688,50762.22265625,1.453873872756958
Mish,0.8409686675403586,1,4,4,1,2,2,off,0.000330796426028065,33,61.06463623046875,-2.8944013118743896,-0.4146093726158142,111,0.6005392074584961,487.8665385246277,1688867679.8949397,1688868167.1593225,61.06463623046875,86.27630615234375,0.4146093726158142,79.79592895507812,51.23602294921875,48501.73046875,2.8944013118743896
ReLU,0.9962402868759566,3,2,1,1,1,1,off,0.00017697492814031373,2,54.113800048828125,-1.2649898529052734,-0.36270254850387573,112,0.6010024547576904,21.570575714111328,1688867679.8954043,1688867700.8632622,54.113800048828125,41.632198333740234,0.36270254850387573,53.87738800048828,58.19318389892578,1870.91748046875,1.2649898529052734
Hardswish,0.8501145030800096,0,2,0,2,2,1,off,0.00078471916790315,81,62.31866455078125,-1.236459493637085,-0.5629820823669434,113,0.6028707027435303,630.5892517566681,1688867679.897266,1688868309.8829186,62.31866455078125,79.57508087158203,0.5629820823669434,73.75408935546875,85.71149444580078,62747.08203125,1.236459493637085
Hardswish,0.921753332767722,3,2,3,1,1,3,on,0.000809221847612,69,57.0856819152832,-1.4113900661468506,-0.469965785741806,115,0.6087846755981445,818.576021194458,1688867679.9031825,1688868497.8697283,57.0856819152832,76.62322998046875,0.469965785741806,60.86317443847656,53.411415100097656,81538.921875,1.4113900661468506
Mish,0.8813366411420711,3,2,1,3,0,1,off,0.0001542082808618445,48,80.67613220214844,-2.302511215209961,-0.42710191011428833,116,0.6110424995422363,680.9484038352966,1688867679.9054403,1688868360.2422512,80.67613220214844,82.2712631225586,0.42710191011428833,58.99932098388672,72.4617919921875,67782.0859375,2.302511215209961
Hardswish,0.7156366132804146,1,2,1,4,3,0,off,0.000287653333151191,100,83.48194122314453,-2.199253559112549,-0.3596683144569397,118,0.6116292476654053,866.1233448982239,1688867679.9060273,1688868545.4170456,83.48194122314453,84.81584167480469,0.3596683144569397,55.058475494384766,85.73224639892578,86326.515625,2.199253559112549
Mish,0.08816897313481249,4,2,1,1,4,3,on,0.0005614868902889532,9,75.8843994140625,-2.9310197830200195,-0.4255091249942779,119,0.6129491329193115,138.71538424491882,1688867679.9073644,1688867818.008206,75.8843994140625,89.16987609863281,0.4255091249942779,58.7320556640625,81.53627014160156,13564.345703125,2.9310197830200195
ReLU,0.6127210082186165,2,2,4,3,0,1,off,0.0008210328253630539,61,29.286540985107425,-1.7230416536331177,-0.5092304944992065,120,0.6134610176086426,565.9169180393219,1688867679.9078538,1688868245.2106345,29.286540985107425,56.57083511352539,0.5092304944992065,86.03998565673828,45.44232177734375,56296.578125,1.7230416536331177
ReLU,0.24838496819009223,2,2,0,1,3,2,off,0.0004962613739799679,12,69.71414947509766,-1.4797788858413696,-0.7245650291442871,124,0.6168205738067627,112.7999656200409,1688867679.9112244,1688867792.0927055,69.71414947509766,90.86197662353516,0.7245650291442871,90.22390747070312,80.65148162841797,10959.904296875,1.4797788858413696
ReLU,0.8456136540018723,2,2,2,0,3,4,on,0.00042025063830613743,10,73.52948760986328,-1.8661926984786987,-0.8537285327911377,125,0.6173584461212158,114.24241209030151,1688867679.911766,1688867793.5361538,73.52948760986328,85.66140747070312,0.8537285327911377,103.13988494873048,56.56574630737305,11101.5390625,1.8661926984786987
