p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.0581082328776204,2,4,0,3,1,2,on,2.7163297476774304e-05,199,89.45873260498047,-3.080545425415039,-0.5774139761924744,0,1691697063.1052954,1691698241.8177948,0.5774139761924744,235430.171875,3.080545425415039,82.94639587402344,89.45873260498047,96.98980712890624,89.56454467773438,False
ReLU,0.0041556947854042,1,0,0,0,0,0,on,0.000256450110492,6,29.31825828552246,-0.3416451811790466,-0.067156083881855,1,1691697063.4561236,1691697070.052928,0.067156083881855,1096.59765625,0.3416451811790466,7.8538994789123535,29.31825828552246,27.96910095214844,27.647815704345703,False
Hardswish,0.0496725548282012,1,3,1,2,2,2,off,2.795783566326737e-05,53,81.11286163330078,-1.279818415641785,-0.8071946501731873,2,1691697063.4589036,1691697219.52384,0.8071946501731873,30971.564453125,1.279818415641785,117.6562042236328,81.11286163330078,90.83008575439452,81.2042465209961,False
ReLU,0.010483926065659,0,2,3,3,2,0,on,0.0003382765519352,53,82.33113098144531,-1.0249017477035522,-0.5989077687263489,3,1691697063.4619288,1691697204.0071292,0.5989077687263489,27868.37890625,1.0249017477035522,85.95232391357422,82.33113098144531,84.05011749267578,81.7988052368164,False
Hardswish,0.0179848936944748,1,2,1,4,1,4,off,0.0001371468150385,174,81.67923736572266,-1.8401284217834477,-0.3312486708164215,4,1691697071.3628116,1691697694.547581,0.3312486708164215,124517.53125,1.8401284217834477,43.29689025878906,81.67923736572266,98.74665069580078,81.09138488769531,False
ReLU,0.0012421490418962,4,0,0,0,1,4,off,0.0002338085151725,40,38.138465881347656,-1.5333502292633057,-0.0611726827919483,5,1691697071.4026434,1691697177.1857712,0.0611726827919483,20943.734375,1.5333502292633057,7.73395299911499,38.138465881347656,36.55109024047852,32.55758285522461,False
Hardswish,0.0128108372816411,0,1,0,4,4,1,off,1.903769127160424e-05,46,59.01003646850586,-1.4219133853912354,-0.0630503743886947,6,1691697071.427069,1691697192.177623,0.0630503743886947,23942.6015625,1.4219133853912354,7.847830772399902,59.01003646850586,58.05924606323242,54.55157852172852,False
Mish,0.0354682878714903,3,3,1,0,1,3,off,3.052299770128945e-05,8,58.15719985961914,-1.8644369840621948,-0.1547639220952987,7,1691697071.442012,1691697103.6935835,0.1547639220952987,6360.6943359375,1.8644369840621948,19.4448184967041,58.15719985961914,64.16470336914062,56.61655426025391,False
Mish,0.0254670957005011,0,1,3,2,3,0,off,1.0387199552408505e-05,44,81.61327362060547,-2.367384910583496,-0.3626379072666168,8,1691697070.7648606,1691697279.4053245,0.3626379072666168,41489.07421875,2.367384910583496,51.26848602294922,81.61327362060547,90.56615447998048,82.71004486083984,False
Hardswish,0.4623754592784354,4,2,4,2,1,2,off,9.041799568352577e-05,165,84.78971099853516,-2.177713394165039,-0.7751047611236572,9,1691697071.3559513,1691697841.9836729,0.7751047611236572,153924.359375,2.177713394165039,115.21398162841795,84.78971099853516,99.55050659179688,85.55599212646484,False
Hardswish,0.0122660079461094,2,2,0,3,2,0,on,1.1077617063166402e-05,65,86.48076629638672,-1.109531044960022,-0.8068034052848816,10,1691697071.522356,1691697254.8544807,0.8068034052848816,36452.8125,1.109531044960022,118.33544921875,86.48076629638672,90.60417175292967,86.33271026611328,False
Hardswish,0.0045697667707031,3,3,1,1,1,4,off,1.8383472086083743e-05,11,52.69879913330078,-1.2670561075210571,-0.1322051584720611,11,1691697071.5978038,1691697100.5816617,0.1322051584720611,5627.26123046875,1.2670561075210571,15.475000381469728,52.69879913330078,53.18651580810547,56.49233627319336,False
Mish,0.0096527730614811,4,1,0,4,1,4,off,0.0009644893363635,40,59.17942810058594,-2.3641743659973145,-0.0575722642242908,12,1691697071.7152998,1691697255.5635462,0.0575722642242908,36517.62890625,2.3641743659973145,7.952827453613281,59.17942810058594,61.86343765258789,58.41935348510742,False
