,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Hardswish,0.08389522027919417,3,0,4,4,4,4,on,0.00017479396130711507,180,92.8207015991211,-2.5386059284210205,-0.0983930379152298,0,1688913336.8622165,1688915813.4942183,92.8207015991211,93.52574157714844,0.0983930379152298,11.157172203063965,90.78313446044922,247266.3125,2.5386059284210205
1,Hardswish,0.2193942557233661,4,1,2,3,0,1,on,0.0006220679780314165,175,79.86682891845703,-1.5538734197616577,-0.3531525731086731,1,1688913344.7948568,1688914970.3729706,79.86682891845703,92.94417572021484,0.3531525731086731,49.504825592041016,91.6310806274414,162425.765625,1.5538734197616577
2,Mish,0.27805245261392525,3,1,4,0,4,2,on,0.0003293762189081856,1,57.85770034790039,-2.3298256397247314,-0.3501644730567932,2,1688913344.8323345,1688913363.1006086,57.85770034790039,69.20781707763672,0.3501644730567932,43.59534454345703,56.12021255493164,1692.1551513671875,2.3298256397247314
3,Mish,0.11305157349199213,2,1,1,4,1,4,off,0.0007045341200541804,72,88.02945709228516,-2.1996328830718994,-0.3739429712295532,3,1688913344.8477225,1688914269.0642378,88.02945709228516,89.89006042480469,0.3739429712295532,43.30567169189453,90.25638580322266,92277.984375,2.1996328830718994
4,Hardswish,0.18202582587039234,0,3,1,0,2,1,on,0.0009752438721292079,161,88.84356689453125,-1.7696040868759155,-0.20744575560092926,4,1688913344.7911189,1688914615.5408132,88.84356689453125,91.91696166992188,0.20744575560092926,40.39655685424805,78.71044158935547,126925.453125,1.7696040868759155
5,Mish,0.427914117194056,2,1,2,0,3,0,off,0.00014567541843212494,48,86.13900756835938,-2.5408194065093994,-0.6960556507110596,5,1688913344.960871,1688913837.9928532,86.13900756835938,92.52101135253906,0.6960556507110596,83.14496612548828,81.67293548583984,49153.8203125,2.5408194065093994
6,Hardswish,0.1236214938595051,4,0,1,3,1,1,on,0.00019146358534645602,122,57.26893615722656,-1.3849517107009888,-0.08886941522359848,6,1688913344.9741058,1688914138.172358,57.26893615722656,27.360885620117188,0.08886941522359848,12.233120918273926,85.65753173828125,79187.171875,1.3849517107009888
7,Mish,0.3317726866136006,2,1,2,4,1,4,off,0.0008303350135745306,69,60.381248474121094,-2.353891372680664,-0.6954654455184937,7,1688913345.0042276,1688914313.772866,60.381248474121094,86.70220947265625,0.6954654455184937,92.47991943359375,81.43375396728516,96731.8203125,2.353891372680664
8,Mish,0.8115730293983298,4,0,1,2,2,1,on,0.00012494299360308383,66,73.2984848022461,-3.160282850265503,-0.46515315771102905,8,1688913345.0696633,1688914487.1725905,73.2984848022461,85.35558319091797,0.46515315771102905,81.6378402709961,78.89940643310547,114045.6875,3.160282850265503
9,Hardswish,0.2845074747082251,1,0,2,1,2,1,on,0.0008314986726723294,153,89.74064636230469,-1.310126543045044,-0.5449287295341492,9,1688913345.1009746,1688914654.8741705,89.74064636230469,75.35270690917969,0.5449287295341492,75.09349822998047,83.10113525390625,130844.5625,1.310126543045044
10,ReLU,0.5877232877972279,0,4,1,0,1,1,on,0.0009857493110456755,199,13.773526191711426,-2.0685646533966064,-0.08424575626850128,10,1688913345.1245031,1688914748.8774772,13.773526191711426,23.657625198364258,0.08424575626850128,10.822319030761719,75.55750274658203,140231.015625,2.0685646533966064
11,ReLU,0.4440010077456117,3,2,1,2,4,0,on,0.0005302018286228225,10,42.21421432495117,-2.055912733078003,-0.5969927906990051,11,1688913345.1507664,1688913444.1616075,42.21421432495117,72.32628631591797,0.5969927906990051,78.5194320678711,39.30156326293945,9787.73046875,2.055912733078003
12,Mish,0.5387495804905693,1,3,1,4,1,4,off,0.0007719185731853948,36,18.585832595825195,-2.756697416305542,-0.11229676753282547,12,1688913345.0135148,1688913817.2940423,18.585832595825195,53.324188232421875,0.11229676753282547,12.77779769897461,71.34423065185547,47108.703125,2.756697416305542
13,Hardswish,0.18829297954653085,1,1,1,1,3,1,off,0.0008824053664510842,155,68.28707122802734,-1.0540450811386108,-0.10305695980787277,13,1688913345.0204036,1688914477.1843274,68.28707122802734,36.56058120727539,0.10305695980787277,11.718728065490723,55.51824951171875,113088.375,1.0540450811386108
14,ReLU,0.6705995234470375,3,4,1,0,1,0,on,0.0005155582302231746,193,82.77505493164062,-1.3457647562026978,-0.04379788041114807,14,1688913345.0234783,1688914824.3601475,82.77505493164062,89.28382110595703,0.04379788041114807,12.328113555908203,90.27830505371094,147815.671875,1.3457647562026978
