p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Hardswish,0.0017739223088163,3,0,4,4,4,4,on,2.1523708097309283e-05,180,68.95600128173828,-2.774831771850586,-0.1102394759654998,0,1691697062.937704,1691698063.625856,0.1102394759654998,199792.0,2.774831771850586,11.817278861999512,68.95600128173828,65.8940200805664,71.74691772460938,False
Hardswish,0.2104742776264897,2,1,0,4,3,2,off,0.0002724080898582,120,86.0077133178711,-1.5553961992263794,-0.5877842307090759,1,1691697063.23882,1691697467.2678318,0.5877842307090759,80520.421875,1.5553961992263794,81.3946304321289,86.0077133178711,98.27099609375,85.52635955810547,False
Hardswish,0.0011120238769478,0,3,3,0,2,3,off,0.0008567401059896,8,37.60591125488281,-0.9315840601921082,-0.3948043584823608,2,1691697063.244406,1691697084.8366675,0.3948043584823608,4050.5546875,0.9315840601921082,54.9731559753418,37.60591125488281,37.84420776367188,38.29302597045898,False
Hardswish,0.0535936907858481,3,4,3,3,0,2,on,0.0003157937572788,189,89.47477722167969,-1.5024577379226685,-0.3912869393825531,3,1691697063.247768,1691697726.2600694,0.3912869393825531,132319.34375,1.5024577379226685,57.577369689941406,89.47477722167969,96.1245346069336,89.57736206054688,False
Mish,0.0086084112940003,4,2,3,4,3,2,on,0.0001182813084651,45,81.62487030029297,-4.392423629760742,-0.6108739972114563,4,1691697071.3032184,1691697464.1759229,0.6108739972114563,78366.578125,4.392423629760742,86.48457336425781,81.62487030029297,81.64179992675781,81.4927978515625,False
Hardswish,0.021701777123015,1,3,0,1,3,1,off,0.0001368738930178,191,82.50584411621094,-0.6495926976203918,-0.1332020461559295,5,1691697071.3999777,1691697383.478209,0.1332020461559295,62238.46875,0.6495926976203918,15.396381378173828,82.50584411621094,94.79434204101562,81.71565246582031,False
ReLU,0.0027643773641397,2,1,2,0,2,2,on,0.0001422076012773,106,83.98065948486328,-1.338485836982727,-1.0075770616531372,6,1691697071.2238944,1691697409.9359229,1.0075770616531372,67529.9765625,1.338485836982727,144.84500122070312,83.98065948486328,87.60913848876953,84.05473327636719,False
Hardswish,0.001748301798363,3,3,0,0,4,2,on,5.328737710006456e-05,177,84.10759735107422,-1.392067313194275,-0.3657437562942505,7,1691697071.2922845,1691697638.3394687,0.3657437562942505,113219.5,1.392067313194275,50.76072311401367,84.10759735107422,85.67623901367188,84.14260864257812,False
ReLU,0.8438416473683952,1,1,1,1,0,2,off,7.750113065150634e-05,50,11.599245071411133,-0.6692094206809998,-0.3348183333873749,8,1691697071.4158025,1691697148.0324905,0.3348183333873749,15150.2783203125,0.6692094206809998,42.37311553955078,11.599245071411133,11.310702323913574,13.978096961975098,False
Hardswish,0.0263921350242513,4,4,1,3,2,3,off,0.0001289604607904,188,80.25628662109375,-1.973133563995361,-0.3651711940765381,9,1691697071.4936547,1691697879.106489,0.3651711940765381,161354.3125,1.973133563995361,50.90152740478516,80.25628662109375,98.68614959716795,77.14614868164062,False
