,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0,Hardswish,0.3663670723568851,2,1,0,4,2,1,on,0.0006767070220924,90.1937255859375,-1.4377408027648926,4,0.0547773838043212,0.6286587715148926,1684452320.2650063,1684452320.8385053
1,Mish,0.8474097225379268,4,2,2,1,2,4,on,0.000336472644296,"[88.09265899658203, -3.4958231449127197]","[88.09265899658203, -3.4958231449127197]",0,0.0532333850860595,0.6282007694244385,1684452320.2634535,1684452320.838205
2,Mish,0.0660978677947254,0,1,4,2,0,2,off,0.0001434377565114,"[84.6285171508789, -2.6236586570739746]","[84.6285171508789, -2.6236586570739746]",1,0.0533564090728759,0.6236178874969482,1684452320.2635744,1684452320.8336086
3,ReLU,0.9381109665669974,1,3,1,2,0,0,off,0.0009034617177807,"[55.59779739379883, -1.093395113945007]","[55.59779739379883, -1.093395113945007]",2,0.0548048019409179,0.6139369010925293,1684452320.2650256,1684452320.823939
4,Hardswish,0.433043424852346,0,3,0,3,3,3,on,0.0007004398021438,"[88.57860565185547, -0.883662760257721]","[88.57860565185547, -0.883662760257721]",3,0.0543358325958251,0.6226902008056641,1684452320.264567,1684452320.8326914
5,Mish,0.7028891968696255,4,2,4,2,2,2,on,0.0003383751702845,"[88.92259216308594, -4.3747358322143555]","[88.92259216308594, -4.3747358322143555]",5,0.0553247928619384,0.6163632869720459,1684452320.2655427,1684452320.826372
6,Mish,0.3684558918107751,4,4,1,0,4,4,on,0.000279457929128,"[58.94994354248047, -2.74017333984375]","[58.94994354248047, -2.74017333984375]",6,0.0552425384521484,0.6175003051757812,1684452320.265462,1684452320.8275049
7,ReLU,0.5961031579736066,0,4,2,4,4,2,on,0.0008680546270305,"[84.01200103759766, -2.695411443710327]","[84.01200103759766, -2.695411443710327]",7,0.0557639598846435,0.6181936264038086,1684452320.2659822,1684452320.8281963
8,Mish,0.4567511444764117,1,3,0,0,2,4,on,0.0008065635704043,85.37357330322266,-2.277919054031372,15,0.6810300350189209,0.7046632766723633,1684452320.8912551,1684452320.9146454
9,Mish,0.10852878436694,3,2,2,1,2,4,on,0.0001363871561727,"[89.87879180908203, -3.761089324951172]","[89.87879180908203, -3.761089324951172]",10,0.6646342277526855,0.6880054473876953,1684452320.8748486,1684452320.8980956
10,ReLU,0.1797496061193914,3,0,2,0,3,3,on,0.0005404815055024,"[90.38009643554688, -0.9675946831703186]","[90.38009643554688, -0.9675946831703186]",11,0.6654798984527588,0.6883983612060547,1684452320.875693,1684452320.8984914
11,Mish,0.2057550616669275,2,0,0,4,2,1,off,0.0001448358689119,"[89.4427261352539, -2.4489810466766357]","[89.4427261352539, -2.4489810466766357]",12,0.6710171699523926,0.6942610740661621,1684452320.8812315,1684452320.904354
12,Mish,0.1693061059202318,0,3,2,0,4,3,on,0.000271492645751,"[89.47476959228516, -2.9288177490234375]","[89.47476959228516, -2.9288177490234375]",13,0.6722190380096436,0.6959877014160156,1684452320.8824344,1684452320.9060762
13,Hardswish,0.973760218249421,4,4,2,4,1,1,on,0.0009589467403151,"[80.37579345703125, -3.987960815429687]","[80.37579345703125, -3.987960815429687]",14,0.6755862236022949,0.698927640914917,1684452320.8858013,1684452320.909025
14,Mish,0.1666817654987306,1,2,4,2,4,4,on,0.0003394832929684,"[85.7323989868164, -3.732335567474365]","[85.7323989868164, -3.732335567474365]",8,0.6617980003356934,0.6849172115325928,1684452320.8720126,1684452320.89501
15,Hardswish,0.2301341139945501,2,4,2,3,0,1,off,0.0005995842526076,"[88.45921325683594, -1.505284070968628]","[88.45921325683594, -1.505284070968628]",9,0.6635277271270752,0.6866693496704102,1684452320.8737411,1684452320.8967652
16,ReLU,0.001,3,0,0,0,3,2,off,0.0007726946865327,77.51563262939453,-0.7963587045669556,23,0.9266564846038818,0.95013689994812,1684452321.1368697,1684452321.1601214
17,Hardswish,0.0451183597648903,3,1,1,3,0,0,on,0.0002620773351376,"[87.02218627929688, -0.6627923250198364]","[87.02218627929688, -0.6627923250198364]",16,0.7307331562042236,0.7534725666046143,1684452320.9409451,1684452320.9635694
18,Hardswish,0.4909936750136176,0,4,0,3,3,4,on,0.0007753600263996,"[77.4544677734375, -1.7470942735671997]","[77.4544677734375, -1.7470942735671997]",17,0.8903062343597412,0.9127976894378662,1684452321.100517,1684452321.1228986
19,ReLU,0.0025824096344846,4,0,2,0,3,3,on,0.0007213115044032,"[84.0707778930664, -1.3978058099746704]","[84.0707778930664, -1.3978058099746704]",18,0.8956303596496582,0.9184279441833496,1684452321.1058426,1684452321.128523
20,ReLU,0.1843516269182198,3,0,3,0,3,3,on,1e-05,"[87.41593933105469, -0.8526129722595215]","[87.41593933105469, -0.8526129722595215]",19,0.8998265266418457,0.9224765300750732,1684452321.1100385,1684452321.1325753
21,ReLU,0.1888235001955646,3,0,4,0,4,4,off,0.00054902807935,"[80.58264923095703, -2.284288167953491]","[80.58264923095703, -2.284288167953491]",20,0.9078030586242676,0.9305746555328368,1684452321.118016,1684452321.1406734
22,Hardswish,1.0,0,4,0,4,4,4,on,0.0006397881750849,"[45.030364990234375, -3.00574254989624]","[45.030364990234375, -3.00574254989624]",21,0.912139892578125,0.9352285861968994,1684452321.1223528,1684452321.1453257
23,Hardswish,0.5877163979840477,0,4,0,3,3,4,off,0.001,"[72.88909912109375, -1.8258439302444456]","[72.88909912109375, -1.8258439302444456]",22,0.9178128242492676,0.9405019283294678,1684452321.1280248,1684452321.1506002
24,ReLU,0.1096219392764137,3,0,1,0,3,2,on,0.00055699786292,89.74561309814453,-0.8398500680923462,31,1.1822247505187988,1.205244779586792,1684452321.3924434,1684452321.4152322
25,Hardswish,0.492084518430642,0,4,0,3,3,3,off,0.0008369439738746,"[86.57379150390625, -1.3054983615875244]","[86.57379150390625, -1.3054983615875244]",24,0.9730944633483888,0.995807647705078,1684452321.1833055,1684452321.2059064
26,ReLU,0.2324849287444625,4,0,3,0,4,3,on,0.0001139275299369,"[84.2317123413086, -1.7735859155654907]","[84.2317123413086, -1.7735859155654907]",25,1.133197546005249,1.1555545330047607,1684452321.343408,1684452321.365656
27,Hardswish,0.0233104931166347,3,1,0,3,0,0,on,0.0006303484068187,"[87.9308853149414, -0.6250011920928955]","[87.9308853149414, -0.6250011920928955]",26,1.1402058601379397,1.1629517078399658,1684452321.3504176,1684452321.3730426
28,ReLU,0.4561189921577548,0,0,3,0,4,2,off,1e-05,"[84.54632568359375, -1.3101677894592283]","[84.54632568359375, -1.3101677894592283]",27,1.1460180282592771,1.1687278747558594,1684452321.3562305,1684452321.3788245
29,Hardswish,0.1753358474137647,3,2,1,3,0,0,on,9.93538571097445e-05,"[89.39923095703125, -0.8505205512046814]","[89.39923095703125, -0.8505205512046814]",28,1.1568734645843506,1.1794509887695312,1684452321.3670852,1684452321.389548
30,Hardswish,0.1510555669477033,3,0,2,0,4,3,on,0.000593314790169,"[89.74728393554688, -1.3913286924362185]","[89.74728393554688, -1.3913286924362185]",29,1.1614391803741455,1.1842844486236572,1684452321.371651,1684452321.3943756
31,ReLU,0.1609964699273336,2,0,2,4,3,3,on,0.0005792492453245,"[90.81070709228516, -1.6374303102493286]","[90.81070709228516, -1.6374303102493286]",30,1.1689820289611816,1.191537618637085,1684452321.3791928,1684452321.4016356
32,ReLU,0.1321296933751478,4,0,1,0,4,2,on,0.0003774309908409,86.2291030883789,-1.7578521966934204,39,1.446116924285889,1.4689908027648926,1684452321.6563408,1684452321.6789775
33,Hardswish,0.001,3,1,3,2,0,0,on,0.0002028442165938,"[75.48100280761719, -0.8363116383552551]","[75.48100280761719, -0.8363116383552551]",32,1.2238802909851074,1.246424436569214,1684452321.4340916,1684452321.4565227
34,ReLU,1.0,2,0,2,0,3,0,on,0.0004898045042595,"[88.9146957397461, -1.001125454902649]","[88.9146957397461, -1.001125454902649]",33,1.3856663703918457,1.408048152923584,1684452321.5958765,1684452321.6181493
35,Hardswish,0.001,0,2,0,3,0,0,on,0.0005403381086322,"[67.13278198242188, -0.6960060000419617]","[67.13278198242188, -0.6960060000419617]",34,1.3944213390350342,1.4170525074005127,1684452321.6046336,1684452321.6271474
36,Hardswish,0.001,4,0,0,4,0,0,off,0.0007144406875624,"[37.9927864074707, -1.5317730903625488]","[37.9927864074707, -1.5317730903625488]",35,1.4018700122833252,1.4246675968170166,1684452321.612082,1684452321.6347628
37,Hardswish,0.001,0,4,0,2,0,0,on,0.0007332828036382,"[56.912200927734375, -1.116215705871582]","[56.912200927734375, -1.116215705871582]",36,1.4162893295288086,1.4388418197631836,1684452321.626501,1684452321.648942
38,Hardswish,0.01647495024313,4,2,0,4,0,0,on,0.0003916596904118,"[76.89047241210938, -1.751489281654358]","[76.89047241210938, -1.751489281654358]",37,1.421778678894043,1.4445927143096924,1684452321.6319904,1684452321.654687
39,Hardswish,0.001,3,0,0,1,0,0,on,0.000726054479001,"[60.296669006347656, -0.4718863070011139]","[60.296669006347656, -0.4718863070011139]",38,1.4304044246673584,1.4529008865356443,1684452321.6406147,1684452321.662999
40,ReLU,0.2625979115660132,2,1,0,3,0,0,on,0.001,89.497314453125,-0.7571085095405579,47,1.840596437454224,1.8641290664672847,1684452322.0508163,1684452322.0741005
41,Hardswish,0.011664790731082,2,1,0,3,0,0,on,0.0007285631563575,"[89.17549896240234, -0.6966446042060852]","[89.17549896240234, -0.6966446042060852]",40,1.6018593311309814,1.6253361701965332,1684452321.8120778,1684452321.835415
42,Mish,0.001,4,4,0,3,0,0,off,0.0006637318561315,"[49.675636291503906, -2.607041597366333]","[49.675636291503906, -2.607041597366333]",41,1.7660062313079834,1.7892651557922363,1684452321.9762232,1684452321.9993472
43,Mish,0.001,4,0,0,4,0,0,on,0.0008081517687618,"[38.49967193603515, -2.131950616836548]","[38.49967193603515, -2.131950616836548]",42,1.7787787914276123,1.802241563796997,1684452321.9889953,1684452322.012323
44,ReLU,0.001,3,0,1,0,3,2,on,0.0002095803387257,"[78.15848541259766, -0.8316496014595032]","[78.15848541259766, -0.8316496014595032]",43,1.7883315086364746,1.8118600845336912,1684452321.998546,1684452322.0219457
45,Mish,0.8595874266405785,4,1,0,4,0,0,on,0.000639844943076,"[56.425628662109375, -2.048508882522583]","[56.425628662109375, -2.048508882522583]",44,1.8000502586364746,1.823558330535889,1684452322.0102658,1684452322.0336385
46,ReLU,0.2737899295690182,3,1,2,0,3,3,on,0.0004982480115173,"[89.77303314208984, -1.0123908519744873]","[89.77303314208984, -1.0123908519744873]",45,1.8114490509033203,1.8350927829742432,1684452322.021665,1684452322.0451734
47,Mish,0.5510134940924318,3,1,0,3,0,0,on,0.000648694786376,"[87.54315948486328, -1.6523264646530151]","[87.54315948486328, -1.6523264646530151]",46,1.819933652877808,1.843221664428711,1684452322.030148,1684452322.0533092
48,Hardswish,0.9403094915451936,4,1,0,3,0,0,on,0.0006280028452376,68.15150451660156,-1.2063874006271362,55,2.1161043643951416,2.138735771179199,1684452322.326327,1684452322.348722
49,ReLU,0.3196466172708262,4,1,0,0,0,0,on,0.0006383987333032,"[66.4819564819336, -0.8340765237808228]","[66.4819564819336, -0.8340765237808228]",48,1.8688819408416748,1.8918061256408687,1684452322.0790942,1684452322.1019015
50,Mish,0.3149920874856243,3,1,0,3,3,0,on,0.0006380027306814,"[88.70877075195312, -2.043865919113159]","[88.70877075195312, -2.043865919113159]",49,2.032697916030884,2.05511736869812,1684452322.2429097,1684452322.265218
51,Hardswish,0.0762591343947965,3,1,0,3,1,0,on,0.0005780295744475,"[88.02348327636719, -0.6459875106811523]","[88.02348327636719, -0.6459875106811523]",50,2.046260118484497,2.069119453430176,1684452322.256473,1684452322.2792144
52,ReLU,0.0954279904396544,3,1,2,1,3,4,on,0.0005398615342177,"[89.77099609375, -1.4305691719055176]","[89.77099609375, -1.4305691719055176]",51,2.0561463832855225,2.078986167907715,1684452322.2663586,1684452322.2890828
53,Hardswish,0.001,3,1,0,2,0,0,on,0.0006523420183881,"[75.57942962646484, -0.7117805480957031]","[75.57942962646484, -0.7117805480957031]",52,2.069265127182007,2.0918056964874268,1684452322.2794774,1684452322.3019
54,Hardswish,0.460250302318577,3,1,0,3,0,3,on,0.000619445279707,"[88.33353424072266, -0.8130500316619873]","[88.33353424072266, -0.8130500316619873]",53,2.0812864303588867,2.103947639465332,1684452322.291499,1684452322.3140428
55,Hardswish,0.1405022498647559,4,1,0,3,0,2,on,0.000585616414202,"[82.43658447265625, -1.3068791627883911]","[82.43658447265625, -1.3068791627883911]",54,2.0901284217834477,2.112515926361084,1684452322.300339,1684452322.3226168
56,ReLU,0.0491277010588711,3,0,1,0,2,1,on,0.0006480198136774,88.31088256835938,-0.7207213640213013,63,2.3935141563415527,2.416257858276367,1684452322.6037352,1684452322.6262434
57,Hardswish,0.001,3,1,0,3,0,0,on,0.0005481950952893,"[71.30615234375, -0.625778079032898]","[71.30615234375, -0.625778079032898]",56,2.137930393218994,2.1602230072021484,1684452322.3481407,1684452322.370324
58,Hardswish,0.0446513355303964,2,1,1,4,0,0,on,0.0006239060542246,"[88.07134246826172, -1.116245985031128]","[88.07134246826172, -1.116245985031128]",57,2.302325963973999,2.324578285217285,1684452322.5125368,1684452322.534677
59,Hardswish,0.0420830003633443,3,1,4,3,0,0,on,0.0006559438791644,"[86.32306671142578, -1.181954026222229]","[86.32306671142578, -1.181954026222229]",58,2.3162951469421387,2.338980436325073,1684452322.5265062,1684452322.5490744
60,Hardswish,0.0276621493107728,3,0,0,3,0,0,off,0.0005767657756046,"[83.63968658447266, -0.6035789847373962]","[83.63968658447266, -0.6035789847373962]",59,2.3279225826263428,2.350299835205078,1684452322.5381346,1684452322.5603971
61,Hardswish,0.0646487345672455,3,0,0,4,0,0,on,0.0008592133454419,"[86.02542877197266, -0.9995079040527344]","[86.02542877197266, -0.9995079040527344]",60,2.341572523117065,2.363887071609497,1684452322.551785,1684452322.5739834
62,Hardswish,0.0191152229549989,2,0,2,3,1,0,on,0.0007341535360198,"[89.90965270996094, -0.9443000555038452]","[89.90965270996094, -0.9443000555038452]",61,2.354135751724243,2.3766188621521,1684452322.5643482,1684452322.5867128
63,Hardswish,0.2551156237674866,1,1,0,3,0,0,off,0.0007286560491303,"[83.6039047241211, -0.5245169401168823]","[83.6039047241211, -0.5245169401168823]",62,2.3636200428009038,2.38558578491211,1684452322.5738304,1684452322.595687
64,Hardswish,0.001,2,2,0,3,0,0,on,0.0007455947132843,81.96709442138672,-0.8932317495346069,71,2.671850681304932,2.694654703140259,1684452322.882074,1684452322.9046414
65,Hardswish,0.0226350797122489,2,0,3,3,0,0,on,0.001,"[89.84149932861328, -0.7801002860069275]","[89.84149932861328, -0.7801002860069275]",64,2.4109549522399902,2.432952880859375,1684452322.621165,1684452322.6430538
66,ReLU,0.0603237918086932,2,0,4,4,4,3,on,1e-05,"[86.99296569824219, -2.3862414360046387]","[86.99296569824219, -2.3862414360046387]",65,2.573405265808105,2.5957448482513428,1684452322.7836163,1684452322.8058405
67,Hardswish,0.1032068775065875,3,1,0,3,3,0,on,0.0006154852929265,"[88.9416275024414, -0.7414011359214783]","[88.9416275024414, -0.7414011359214783]",66,2.590874433517456,2.6135687828063965,1684452322.801087,1684452322.8236642
68,ReLU,0.3827590665597468,3,0,2,0,0,3,on,0.0008523143385874,"[88.09833526611328, -0.8348730802536011]","[88.09833526611328, -0.8348730802536011]",67,2.6020994186401367,2.624806880950928,1684452322.8123124,1684452322.834901
69,Hardswish,0.066001013680346,2,2,0,3,0,0,on,0.0008310879008786,"[90.3927230834961, -0.8920741081237793]","[90.3927230834961, -0.8920741081237793]",68,2.6161293983459477,2.638110637664795,1684452322.8263412,1684452322.848208
70,Hardswish,0.0123786052655221,2,1,0,0,3,0,on,0.0007228735118534,"[89.7219009399414, -0.6625828146934509]","[89.7219009399414, -0.6625828146934509]",69,2.630563735961914,2.6529641151428223,1684452322.8407755,1684452322.86306
71,Hardswish,0.3584989895577605,1,0,0,0,0,0,off,0.0007285833800993,"[79.79121398925781, -0.3435384929180145]","[79.79121398925781, -0.3435384929180145]",70,2.637646436691284,2.6594929695129395,1684452322.8478563,1684452322.8695943
72,Hardswish,0.0286923535061645,3,1,1,1,2,2,off,0.0006236931643139,86.49214935302734,-1.016950011253357,79,2.9560625553131104,2.978902101516724,1684452323.1662855,1684452323.1888883
73,Hardswish,0.1859305765002918,3,1,0,1,1,0,on,0.0006216360949847,"[86.1648941040039, -0.543253481388092]","[86.1648941040039, -0.543253481388092]",72,2.686370372772217,2.708352565765381,1684452322.8965805,1684452322.9184527
74,Hardswish,0.0954800951511426,2,1,0,1,0,1,on,0.0007820394069318,"[89.32100677490234, -0.5958496928215027]","[89.32100677490234, -0.5958496928215027]",73,2.849856376647949,2.8720145225524902,1684452323.0600665,1684452323.0821135
75,Hardswish,0.001,2,1,1,2,0,0,on,0.0008929427744716,"[81.71845245361328, -0.819267988204956]","[81.71845245361328, -0.819267988204956]",74,2.868886232376098,2.8914148807525635,1684452323.0790982,1684452323.1015131
76,Hardswish,0.0363970455734689,0,3,0,3,1,0,on,0.0006259500180775,"[86.94940185546875, -0.599345862865448]","[86.94940185546875, -0.599345862865448]",75,2.8812332153320312,2.903848648071289,1684452323.0914454,1684452323.1139429
77,Hardswish,0.0229013241021488,3,1,0,3,2,1,off,0.0006367240804406,"[87.91139221191406, -0.8691630363464355]","[87.91139221191406, -0.8691630363464355]",76,2.894889116287231,2.9170026779174805,1684452323.1051016,1684452323.1271
78,Hardswish,0.0223553908598964,3,1,1,0,0,0,off,0.0007992435545733,"[85.5783462524414, -0.4911791980266571]","[85.5783462524414, -0.4911791980266571]",77,2.9105820655822754,2.932805299758911,1684452323.1207938,1684452323.1429002
79,Hardswish,0.0246016959065564,0,1,1,4,3,0,on,0.000640144011542,"[85.87019348144531, -1.0251286029815674]","[85.87019348144531, -1.0251286029815674]",78,2.918192148208618,2.940169334411621,1684452323.1284027,1684452323.1502686
80,Hardswish,0.1207822769793815,2,2,0,0,3,0,on,0.0005857618475575,90.65729522705078,-0.8706009984016418,87,3.246523380279541,3.2691187858581543,1684452323.456741,1684452323.4791057
81,Hardswish,0.0295835669634202,4,1,0,4,3,1,on,0.0006299812599003,"[84.65563201904297, -1.5491728782653809]","[84.65563201904297, -1.5491728782653809]",80,2.966200113296509,2.988105297088623,1684452323.1764104,1684452323.1982045
82,Hardswish,0.1471713689499682,4,1,4,1,1,0,off,0.0005000935994817,"[72.18978881835938, -1.481937289237976]","[72.18978881835938, -1.481937289237976]",81,3.1279540061950684,3.1500630378723145,1684452323.338165,1684452323.3601587
83,Hardswish,0.0858337236110242,2,3,2,0,0,1,off,0.0007813704423882,"[88.58658599853516, -0.9350546002388]","[88.58658599853516, -0.9350546002388]",82,3.149945020675659,3.172421455383301,1684452323.3601563,1684452323.382518
84,Hardswish,0.0756624307091282,1,1,0,1,0,2,off,0.0009475575315364,"[82.66368103027344, -0.6269909143447876]","[82.66368103027344, -0.6269909143447876]",83,3.161266803741455,3.18374252319336,1684452323.3714788,1684452323.3938358
85,Hardswish,0.0591338147110666,1,1,3,1,0,1,on,0.0007861576550068,"[86.52691650390625, -0.5331056118011475]","[86.52691650390625, -0.5331056118011475]",84,3.175661087036133,3.1976380348205566,1684452323.3858728,1684452323.4077368
86,Hardswish,0.4607382966115193,0,1,0,0,0,0,off,1e-05,"[74.95896911621094, -0.35316652059555054]","[74.95896911621094, -0.35316652059555054]",85,3.190985202789306,3.213371992111206,1684452323.4011972,1684452323.4234672
87,Hardswish,0.5423841699422143,2,1,1,1,0,1,on,0.000868785871885,"[81.546142578125, -0.6698840856552124]","[81.546142578125, -0.6698840856552124]",86,3.201842784881592,3.2238805294036865,1684452323.412053,1684452323.4339807
88,Hardswish,0.0075519728465367,3,1,1,0,0,0,off,0.0006375215951568,83.75038146972656,-0.49084678292274475,95,3.537930965423584,3.5608341693878174,1684452323.7481556,1684452323.770817
89,Mish,0.1498063349079787,2,2,0,3,0,0,on,0.0009950569718384,"[90.5556869506836, -2.5639147758483887]","[90.5556869506836, -2.5639147758483887]",88,3.251504421234131,3.273397922515869,1684452323.461715,1684452323.4835002
90,Hardswish,0.0072183397136713,1,1,2,0,3,0,on,0.0007354287102901,"[88.01640319824219, -0.729438304901123]","[88.01640319824219, -0.729438304901123]",89,3.4144949913024902,3.43660306930542,1684452323.6247053,1684452323.6466875
91,Hardswish,0.001,2,1,4,0,4,0,on,0.0009501562053558,"[79.30513763427734, -1.7064130306243896]","[79.30513763427734, -1.7064130306243896]",90,3.436718702316284,3.4590904712677,1684452323.6469295,1684452323.6691875
92,Hardswish,0.0850521607102735,4,3,1,0,0,0,off,0.0008415601953839,"[78.68013000488281, -0.976524293422699]","[78.68013000488281, -0.976524293422699]",91,3.445899248123169,3.4683399200439453,1684452323.6561117,1684452323.678433
93,Hardswish,0.001,1,1,3,0,4,0,on,0.000641379669903,"[72.87591552734375, -0.9993073344230652]","[72.87591552734375, -0.9993073344230652]",92,3.4633030891418457,3.485288619995117,1684452323.6735148,1684452323.6953845
94,Hardswish,0.001,4,3,4,0,0,0,off,0.0008602477964224,"[55.59635543823242, -1.699580430984497]","[55.59635543823242, -1.699580430984497]",93,3.476008653640747,3.4983339309692383,1684452323.6862211,1684452323.7084267
95,Hardswish,0.0069901940448839,1,4,3,0,1,1,on,0.0008073213943751,"[85.15135955810547, -1.0326675176620483]","[85.15135955810547, -1.0326675176620483]",94,3.48792028427124,3.5099244117736816,1684452323.6981318,1684452323.7200236
96,Hardswish,0.5101338081648784,1,0,3,0,0,0,off,0.00065228356734,84.84037780761719,-0.4889318346977234,104,3.957607984542847,3.9812533855438232,1684452324.167837,1684452324.191219
97,Hardswish,0.001,2,1,0,1,4,3,on,0.0009018487071974,"[81.22901916503906, -1.237938642501831]","[81.22901916503906, -1.237938642501831]",100,3.8779938220977774,3.9014625549316406,1684452324.0882103,1684452324.1115491
98,Hardswish,1.0,1,0,4,1,0,0,off,0.0006507495002715,"[68.26567077636719, -0.9598626494407654]","[68.26567077636719, -0.9598626494407654]",101,3.8896644115448,3.913444757461548,1684452324.0998805,1684452324.1235287
99,Hardswish,0.421235833700873,3,0,4,0,0,0,off,0.0007679041375311,"[80.1482162475586, -1.0659846067428589]","[80.1482162475586, -1.0659846067428589]",102,3.900991678237915,3.924525499343872,1684452324.111205,1684452324.134611
100,Hardswish,0.0682277094643702,2,2,0,1,3,0,off,0.0004343414268828,"[89.2982177734375, -0.8890692591667175]","[89.2982177734375, -0.8890692591667175]",103,3.9532649517059326,3.975994825363159,1684452324.1634772,1684452324.1860847
101,Hardswish,0.2437162898177086,2,0,3,4,0,0,on,0.001,"[88.81666564941406, -1.2496967315673828]","[88.81666564941406, -1.2496967315673828]",96,3.658275604248047,3.68198037147522,1684452323.8684938,1684452323.8920586
102,Hardswish,0.258761815054546,2,1,0,1,0,1,on,0.0008994615084891,"[89.07754516601562, -0.639775812625885]","[89.07754516601562, -0.639775812625885]",97,3.821305513381958,3.84485387802124,1684452324.0315225,1684452324.0549352
103,Hardswish,0.001,3,0,2,0,0,0,off,0.000829748046011,"[76.90191650390625, -0.6892943978309631]","[76.90191650390625, -0.6892943978309631]",98,3.845606565475464,3.869166851043701,1684452324.055824,1684452324.079249
104,Hardswish,0.1707719033720363,2,3,0,0,3,0,on,0.0004502477629056,"[90.30552673339844, -0.7906309962272644]","[90.30552673339844, -0.7906309962272644]",99,3.8636679649353023,3.88752007484436,1684452324.0738845,1684452324.0976
105,Hardswish,0.001,2,3,0,0,3,1,on,0.0009643559139221,82.33109283447266,-0.8318305611610413,112,4.260230302810669,4.283143997192383,1684452324.4704547,1684452324.4931183
106,Hardswish,0.001,2,1,0,1,0,1,off,0.0007458659972853,"[79.11260986328125, -0.5980120301246643]","[79.11260986328125, -0.5980120301246643]",105,4.110679388046265,4.132781505584717,1684452324.3208904,1684452324.3428807
107,Hardswish,0.1013336298729466,2,2,0,1,0,2,on,0.0007802950637671,"[90.94681549072266, -1.037009835243225]","[90.94681549072266, -1.037009835243225]",106,4.13783073425293,4.16057825088501,1684452324.3480427,1684452324.3706694
108,Hardswish,0.0042932493573344,1,1,1,0,0,1,off,0.0004511334978948,"[10.255234718322754, -0.4186592698097229]","[10.255234718322754, -0.4186592698097229]",107,4.1565258502960205,4.179260015487671,1684452324.366739,1684452324.3893535
109,Hardswish,0.0965604025199688,2,2,0,1,2,2,on,0.0007925579039355,"[91.17001342773438, -1.2315664291381836]","[91.17001342773438, -1.2315664291381836]",108,4.173224449157715,4.195433139801025,1684452324.3834362,1684452324.4055302
110,Hardswish,0.1390295630706037,0,0,3,2,0,1,on,0.000897175976589,"[87.05625915527344, -0.7237178683280945]","[87.05625915527344, -0.7237178683280945]",109,4.184077978134155,4.206589937210083,1684452324.3942904,1684452324.4166825
